Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,28/02/2018 11:43:58,45048,2,2,108,262,54,54,54,0,131,131,131,0,8213.4611969455,88.7941751021,15016,24773.9085935183,43619,330,44718,44718,0,44718,44718,43949,43949,0,43949,43949,0,0,0,0,16,16,44.3970875511,44.3970875511,54,131,84.8,42.1746369279,1778.7,0,0,0,0,0,0,0,0,1,106,54,131,0,0,0,0,0,0,2,108,2,262,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 11:03:19,44564,2,2,80,334,40,40,40,0,167,167,167,0,9290.0098734405,89.7585495018,14854.6666666667,14745.2235091006,29489,1,29489,29489,0,29489,29489,1,1,0,1,1,0,0,0,0,16,16,44.8792747509,44.8792747509,40,167,90.8,69.5607648032,4838.7,0,0,0,0,0,0,0,0,1,113.5,40,167,0,0,0,0,0,0,2,80,2,334,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
445,6,28/02/2018 02:03:29,328678,5,4,373,172,140,0,74.6,70.2837107728,133,0,43,62.7534859589,1658.1578322857,27.3824229185,41084.75,56045.2008133996,110351,47,328619,82154.75,53341.3200022584,110398,2167,328626,109542,824.6581109769,110447,108833,0,0,0,0,112,92,15.2124571769,12.1699657415,0,140,54.5,64.1980442762,4121.3888888889,0,0,0,1,0,0,0,0,0,60.5555555556,74.6,43,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0,0,0,0,0,0,0,0,Benign
3389,6,28/02/2018 11:03:10,1673247,8,7,1144,1581,677,0,143,227.9699228282,1173,0,225.8571428571,430.0986044197,1628.5700796117,8.9646059428,119517.642857143,245468.593955319,953146,30,1673247,239035.285714286,392883.654121554,1125182,30,1562609,260434.833333333,340205.235630151,953146,108650,0,0,0,0,172,152,4.7811231695,4.1834827733,0,1173,170.3125,319.402717323,102018.095833333,0,0,1,1,0,0,0,1,0,181.6666666667,143,225.8571428571,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,Benign
54836,6,28/02/2018 01:39:35,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.0909090909,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.5454545455,45454.5454545455,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,946,256,0,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 11:54:43,1128,1,1,40,146,40,40,40,0,146,146,146,0,164893.617021277,1773.0496453901,1128,0,1128,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,886.524822695,886.524822695,40,146,75.3333333333,61.1991285341,3745.3333333333,0,0,0,0,0,0,0,0,1,113,40,146,0,0,0,0,0,0,1,40,1,146,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,28/02/2018 04:09:32,1687614,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1605.224891474,8.8882884356,120543.857142857,245632.564634771,953133,2,1687614,241087.714285714,387096.015115421,1113331,2,1579578,263263,338535.299604635,953133,110610,0,0,0,0,172,152,4.740420499,4.1478679366,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 04:58:55,348,1,1,31,95,31,31,31,0,95,95,95,0,362068.965517241,5747.1264367816,348,0,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2873.5632183908,2873.5632183908,31,95,52.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,78.5,31,95,0,0,0,0,0,0,1,31,1,95,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 01:29:47,1722,1,1,29,99,29,29,29,0,99,99,99,0,74332.1718931475,1161.4401858304,1722,0,1722,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,580.7200929152,580.7200929152,29,99,52.3333333333,40.4145188433,1633.3333333333,0,0,0,0,0,0,0,0,1,78.5,29,99,0,0,0,0,0,0,1,29,1,99,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 09:38:51,286,1,1,31,191,31,31,31,0,191,191,191,0,776223.776223776,6993.006993007,286,0,286,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3496.5034965035,3496.5034965035,31,191,84.3333333333,92.3760430703,8533.3333333333,0,0,0,0,0,0,0,0,1,126.5,31,191,0,0,0,0,0,0,1,31,1,191,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 08:58:59,1525,1,1,40,136,40,40,40,0,136,136,136,0,115409.836065574,1311.4754098361,1525,0,1525,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,655.737704918,655.737704918,40,136,72,55.4256258422,3072,0,0,0,0,0,0,0,0,1,108,40,136,0,0,0,0,0,0,1,40,1,136,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
55432,6,28/02/2018 02:13:56,20,1,1,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,290,256,0,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 09:38:47,2198,1,1,43,100,43,43,43,0,100,100,100,0,65059.1446769791,909.9181073703,2198,0,2198,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,454.9590536852,454.9590536852,43,100,62,32.9089653438,1083,0,0,0,0,0,0,0,0,1,93,43,100,0,0,0,0,0,0,1,43,1,100,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 04:31:48,655,1,1,45,61,45,45,45,0,61,61,61,0,161832.061068702,3053.4351145038,655,0,655,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1526.7175572519,1526.7175572519,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45,61,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53679,6,28/02/2018 04:30:14,38,2,0,0,0,0,0,0,0,0,0,0,0,0,52631.5789473684,38,0,38,38,38,38,0,38,38,0,0,0,0,0,0,0,0,0,40,0,52631.5789473684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0,0,0,0,0,0,0,0,Benign
445,6,28/02/2018 04:55:17,708999,5,4,373,172,140,0,74.6,70.2837107728,133,0,43,62.7534859589,768.6893775591,12.6939530239,88624.875,85235.5950082518,172618,47,708931,177232.75,131060.063213716,325598,7461,708952,236317.333333333,85497.2039152938,333436,172404,0,0,0,0,108,88,7.0521961244,5.6417568995,0,140,54.5,64.1980442762,4121.3888888889,0,0,0,1,0,0,0,0,0,60.5555555556,74.6,43,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0,0,0,0,0,0,0,0,Benign
53712,6,28/02/2018 12:11:02,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.0952380952,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.0476190476,47619.0476190476,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,176,257,0,20,0,0,0,0,0,0,0,0,Benign
445,6,28/02/2018 04:08:19,336693,7,4,373,172,140,0,53.2857142857,67.9576198468,133,0,43,62.7534859589,1618.6852711521,32.6707118948,33669.3,53955.5522177488,112192,22,336671,56111.8333333333,61109.7282612733,112246,119,336659,112219.666666667,194.5696105083,112333,111995,0,0,0,0,152,92,20.790453024,11.8802588708,0,140,45.4166666667,61.823000035,3822.0833333333,0,0,0,1,0,0,0,0,0,49.5454545455,53.2857142857,43,0,0,0,0,0,0,7,373,4,172,8192,0,3,20,0,0,0,0,0,0,0,0,Benign
3389,6,28/02/2018 04:14:21,1691911,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1601.1480509318,8.8657145677,120850.785714286,245517.563602399,953178,3,1691911,241701.571428571,388910.1812522,1118214,3,1583962,263993.666666667,338223.288989192,953178,111242,0,0,0,0,172,152,4.7283811028,4.1373334649,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
50256,6,28/02/2018 08:57:17,9,1,1,0,0,0,0,0,0,0,0,0,0,0,222222.222222222,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,111111.111111111,111111.111111111,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,300,253,0,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 12:13:02,507,1,1,46,62,46,46,46,0,62,62,62,0,213017.75147929,3944.7731755424,507,0,507,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1972.3865877712,1972.3865877712,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77,46,62,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,28/02/2018 03:54:51,1703036,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1590.6886290131,8.8077997177,121645.428571429,245623.358716525,953161,45,1703036,243290.857142857,395031.285283174,1133915,192,1573634,262272.333333333,338963.740244096,953161,110626,0,0,0,0,172,152,4.6974931828,4.1103065349,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 02:06:39,1375,1,1,51,79,51,51,51,0,79,79,79,0,94545.4545454546,1454.5454545455,1375,0,1375,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,727.2727272727,727.2727272727,51,79,60.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,90.5,51,79,0,0,0,0,0,0,1,51,1,79,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 04:27:18,46574,2,2,80,140,40,40,40,0,70,70,70,0,4723.665564478,85.8848284451,15524.6666666667,14659.7421646267,29132,1,17441,17441,0,17441,17441,1,1,0,1,1,0,0,0,0,16,16,42.9424142225,42.9424142225,40,70,52,16.4316767252,270,0,0,0,0,0,0,0,0,1,65,40,70,0,0,0,0,0,0,2,80,2,140,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 11:57:26,36502,2,2,60,124,30,30,30,0,62,62,62,0,5040.8196811134,109.5830365459,12167.3333333333,15923.7682830834,30195,20,30195,30195,0,30195,30195,20,20,0,20,20,0,0,0,0,16,16,54.791518273,54.791518273,30,62,42.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,53.5,30,62,0,0,0,0,0,0,2,60,2,124,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 09:08:24,1542,1,1,32,60,32,32,32,0,60,60,60,0,59662.775616083,1297.0168612192,1542,0,1542,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,648.5084306096,648.5084306096,32,60,41.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,62,32,60,0,0,0,0,0,0,1,32,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 09:49:37,73588,2,2,60,264,30,30,30,0,132,132,132,0,4402.891775833,54.3566885905,24529.3333333333,21221.744728776,37010,26,37010,37010,0,37010,37010,26,26,0,26,26,0,0,0,0,16,16,27.1783442953,27.1783442953,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,0,0,0,0,0,0,2,60,2,264,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
61582,6,28/02/2018 01:30:11,41,2,0,0,0,0,0,0,0,0,0,0,0,0,48780.4878048781,41,0,41,41,41,41,0,41,41,0,0,0,0,0,0,0,0,0,40,0,48780.4878048781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 11:44:00,97501,2,2,80,292,40,40,40,0,146,146,146,0,3815.3454836361,41.0252202542,32500.3333333333,31048.0969196718,62064,155,35282,35282,0,35282,35282,155,155,0,155,155,0,0,0,0,16,16,20.5126101271,20.5126101271,40,146,82.4,58.0585910955,3370.8,0,0,0,0,0,0,0,0,1,103,40,146,0,0,0,0,0,0,2,80,2,292,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
3389,6,28/02/2018 12:38:25,1687100,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1605.7139470097,8.8909963843,120507.142857143,241302.702659753,937540,32,1687100,241014.285714286,388361.292787491,1116326,32,1572701,262116.833333333,331728.042364475,937540,108796,0,0,0,0,172,152,4.7418647383,4.149131646,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 04:31:49,34399,1,1,30,60,30,30,30,0,60,60,60,0,2616.3551266025,58.1412250356,34399,0,34399,34399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,29.0706125178,29.0706125178,30,60,40,17.3205080757,300,0,0,0,0,0,0,0,0,1,60,30,60,0,0,0,0,0,0,1,30,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 08:47:20,785,1,1,33,61,33,33,33,0,61,61,61,0,119745.222929936,2547.770700637,785,0,785,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1273.8853503185,1273.8853503185,33,61,42.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,63.5,33,61,0,0,0,0,0,0,1,33,1,61,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 04:48:02,341,1,1,45,61,45,45,45,0,61,61,61,0,310850.439882698,5865.1026392962,341,0,341,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2932.5513196481,2932.5513196481,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45,61,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,28/02/2018 08:55:19,1782078,8,7,1128,1581,661,0,141,222.62332056,1173,0,225.8571428571,430.0986044197,1520.1354822853,8.4171399905,127291.285714286,246864.198296718,953378,2,1782078,254582.571428571,386351.962504337,1118964,2,1674198,279033,333008.135749264,953378,110136,0,0,0,0,172,152,4.4891413283,3.9279986622,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
443,6,28/02/2018 08:49:14,75382094,14,12,1783,1230,1208,0,127.3571428571,339.9189059722,1078,0,102.5,310.2950209075,39.9697042112,0.3449094954,3015283.76,4557463.45464437,10010142,14,75382094,5798622.61538462,4927965.06826318,10030965,114,70310898,6391899.81818182,5047828.86099949,10031191,478,0,0,0,0,292,336,0.1857204975,0.1591889979,0,1208,111.5925925926,314.8943973485,99158.4814814815,0,0,1,1,0,0,0,1,0,115.8846153846,127.3571428571,102.5,0,0,0,0,0,0,14,1783,12,1230,8192,1022,10,20,39793.75,53246.9349989811,171573,20823,9382968,1750871.51702541,10010142,5050056,Benign
