Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,01/03/2018 08:44:03,308944,8,7,541,5010,194,0,67.625,87.82114535,1420,0,715.7142857,679.7180088,17967.65757,48.55248848,22067.42857,33984.947,85943,1,308944,44134.85714,37478.09085,86711,22,222610,37101.66667,59152.83551,135632,1,0,0,0,0,172,152,25.89466052,22.65782796,0,1420,346.9375,549.0932488,301503.3958,0,0,1,1,0,0,0,1,0,370.0666667,67.625,715.7142857,0,0,0,0,0,0,8,541,7,5010,8192,58,4,20,0,0,0,0,0,0,0,0,Benign
445,6,01/03/2018 10:36:34,5288385,2,0,0,0,0,0,0,0,0,0,0,0,0,0.378187292,5288385,0,5288385,5288385,5288385,5288385,0,5288385,5288385,0,0,0,0,0,0,0,0,0,40,0,0.378187292,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16606,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 08:40:41,300,1,1,43,59,43,43,43,0,59,59,59,0,340000,6666.666667,300,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3333.333333,3333.333333,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43,59,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
52813,6,01/03/2018 04:45:57,3,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,10300000,1000000,1.5,2.121320344,3,0,3,1.5,2.121320344,3,0,0,0,0,0,0,0,0,0,0,60,0,1000000,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,984,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 11:02:39,118120839,16,18,1251,6716,601,0,78.1875,153.35676,1430,0,373.1111111,546.9818675,67.44787852,0.287840827,3579419.364,14100000,58400000,0,118000000,7874722.6,20500000,58500000,78,118000000,6941161,19300000,58400000,0,0,0,0,0,344,372,0.135454507,0.15238632,0,1430,227.6285714,428.0290044,183208.8286,0,0,1,1,0,0,0,1,1,234.3235294,78.1875,373.1111111,0,0,0,0,0,0,16,1251,18,6716,8192,181,8,20,720104.5,664122.4671,1189710,250499,58300000,167072.3618,58400000,58200000,Benign
53,17,01/03/2018 09:15:34,288,1,1,36,100,36,36,36.0,0.0,100,100,100.0,0.0,472222.2222,6944.444444,288.0,0.0,288,288,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3472.222222,3472.222222,36,100,57.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,86.0,36.0,100.0,0,0,0,0,0,0,1,36,1,100,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 08:26:28,102006803,14,17,819,6431,238,0,58.5,86.43961877,1460,0,378.2941176,602.1418816,71.07369104,0.3039013,3400226.767,12600000,58800000,0,102000000,7846676,18500000,58800000,173,102000000,6374698.687,16900000,58900000,0,0,0,0,0,292,352,0.137245748,0.166655551,0,1460,226.5625,466.1604969,217305.6089,0,0,1,1,0,0,0,1,1,233.8709677,58.5,378.2941176,0,0,0,0,0,0,14,819,17,6431,8192,32,6,20,2626297,3498057.247,5099797,152797,48400000,14800000,58800000,37900000,Benign
53,17,01/03/2018 03:06:43,38353,2,2,86,204,43,43,43,0,102,102,102,0,7561.338096,104.2943186,12784.33333,21452.92037,37556,364,37920,37920,0,37920,37920,797,797,0,797,797,0,0,0,0,16,16,52.14715928,52.14715928,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43,102,0,0,0,0,0,0,2,86,2,204,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
52466,6,01/03/2018 03:40:38,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,31,-1,0,20,0,0,0,0,0,0,0,0,Benign
52167,6,01/03/2018 03:14:26,0,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,237,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 09:45:16,712,1,1,42,102,42,42,42,0,102,102,102,0,202247.191,2808.988764,712,0,712,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1404.494382,1404.494382,42,102,62,34.64101615,1200,0,0,0,0,0,0,0,0,1,93,42,102,0,0,0,0,0,0,1,42,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
51869,6,01/03/2018 02:26:38,415,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,74698.79518,9638.554217,138.3333333,191.1447968,359,24,415,207.5,214.2533547,359,56,0,0,0,0,0,0,0,0,0,60,20,7228.915663,2409.638554,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,0,0,0,0,0,0,3,31,1,0,114,0,1,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 02:23:54,47879,3,4,438,859,438,0,146,252.8794179,859,0,214.75,429.5,27089.12049,146.2018839,7979.833333,12126.87164,23696,1,23823,11911.5,16511.65045,23587,236,24306,8102,13722.47401,23946,1,0,0,0,0,72,92,62.65795025,83.54393367,0,859,162.125,320.5907215,102778.4107,0,0,1,1,0,0,0,1,1,185.2857143,146,214.75,0,0,0,0,0,0,3,438,4,859,8192,31,1,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 04:49:54,117746907,17,16,879,1412,434,0,51.70588235,143.8909156,706,0,88.25,241.144908,19.45698667,0.280262139,3679590.844,4824462.136,10200000,3,118000000,7356638.5,4447711.822,10200000,258,118000000,7847078.867,4173653.955,10200000,3,0,0,0,0,352,464,0.144377465,0.135884673,0,706,67.38235294,192.2137407,36946.1221,0,0,1,1,0,0,0,1,0,69.42424242,51.70588235,88.25,0,0,0,0,0,0,17,879,16,1412,8192,176,13,20,57350.08333,48590.55235,207546,36472,9751501.25,1114263.865,10200000,6221573,Benign
53,17,01/03/2018 08:30:00,1577,1,1,44,252,44,44,44,0,252,252,252,0,187698.1611,1268.230818,1577,0,1577,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,634.115409,634.115409,44,252,113.3333333,120.088856,14421.33333,0,0,0,0,0,0,0,0,1,170,44,252,0,0,0,0,0,0,1,44,1,252,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 09:54:38,254,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,303149.6063,11811.02362,127,149.9066376,233,21,254,127,149.9066376,233,21,0,0,0,0,0,1,0,0,0,60,0,11811.02362,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,307,-1,1,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 09:03:38,221527,2,2,68,252,34,34,34,0,126,126,126,0,1444.519178,18.05648973,73842.33333,67184.80973,131414,24,90089,90089,0,90089,90089,24,24,0,24,24,0,0,0,0,16,16,9.028244864,9.028244864,34,126,70.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,88.5,34,126,0,0,0,0,0,0,2,68,2,252,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
445,6,01/03/2018 10:30:12,269677,3,1,0,0,0,0,0,0,0,0,0,0,0,14.83255895,89892.33333,155504.9847,269454,33,269677,134838.5,190421.7349,269487,190,0,0,0,0,0,0,0,0,0,72,32,11.12441921,3.708139738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 03:06:43,911,1,1,50,78,50,50,50.0,0.0,78,78,78.0,0.0,140504.9396,2195.389682,911.0,0.0,911,911,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1097.694841,1097.694841,50,78,59.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,89.0,50.0,78.0,0,0,0,0,0,0,1,50,1,78,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,01/03/2018 08:46:21,42657,5,6,1590,196,1244,0,318,538.8951661,196,0,32.66666667,80.01666493,41868.86091,257.8709239,4265.7,8551.705055,20860,0,41243,10310.75,11772.9398,20892,30,21797,4359.4,8956.655252,20371,0,0,0,0,0,124,144,117.2140563,140.6568676,0,1244,148.8333333,361.7949779,130895.6061,0,0,1,1,0,0,0,1,1,162.3636364,318,32.66666667,0,0,0,0,0,0,5,1590,6,196,8192,1024,2,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 08:40:02,330,1,1,84,212,84,84,84,0,212,212,212,0,896969.697,6060.606061,330,0,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3030.30303,3030.30303,84,212,126.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,190,84,212,0,0,0,0,0,0,1,84,1,212,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 08:40:58,5448633,6,4,599,152,517,0,99.83333333,205.4511296,152,0,38,76,137.8327371,1.835322731,605403.6667,1777427.511,5344914,6,5448633,1089726.6,2412304.867,5404946,13,82933,27644.33333,30285.92287,60332,536,0,0,0,0,132,92,1.101193639,0.734129093,0,517,68.27272727,155.7825991,24268.21818,0,0,1,1,0,0,0,1,0,75.1,99.83333333,38,0,0,0,0,0,0,6,599,4,152,8192,946,3,20,103706,0,103706,103706,5344914,0,5344914,5344914,Benign
80,6,01/03/2018 11:49:02,116278001,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.881490825,0.258002371,4009586.241,4848187.586,10200000,19,116000000,7751866.733,4179418.333,10300000,170,112000000,8588558.077,3768850.804,10300000,96897,0,0,0,0,332,424,0.137601265,0.120401107,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,133676.0909,103211.0906,443098,95662,10000000,55599.19558,10200000,9905989,Benign
53,17,01/03/2018 10:41:53,299,1,1,58,74,58,58,58.0,0.0,74,74,74.0,0.0,441471.5719,6688.963211,299.0,0.0,299,299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3344.481605,3344.481605,58,74,63.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,95.0,58.0,74.0,0,0,0,0,0,0,1,58,1,74,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 04:29:53,5777219,8,5,347,3171,190,0,43.375,73.56811712,1460,0,634.2,751.7640587,608.9435072,2.250217622,481434.9167,1347608.814,4744164,12,5777219,825317,1733627.653,4744164,42,684238,171059.5,201273.2411,402378,93,0,0,0,0,172,112,1.384749306,0.865468316,0,1460,251.2857143,514.4495832,264658.3736,0,0,1,1,0,0,0,1,0,270.6153846,43.375,634.2,0,0,0,0,0,0,8,347,5,3171,8192,237,3,20,0,0,0,0,0,0,0,0,Benign
445,6,01/03/2018 12:58:48,84405,3,1,0,0,0,0,0,0,0,0,0,0,0,47.39055743,28135,48578.83048,84229,76,84405,42202.5,59541.92651,84305,100,0,0,0,0,0,0,0,0,0,68,28,35.54291807,11.84763936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
0,0,01/03/2018 10:49:44,112631350,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026635568,56300000,15068.44551,56300000,56300000,113000000,56300000,15068.44551,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026635568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,15068.44551,56300000,56300000,Benign
53,17,01/03/2018 01:33:33,285,1,1,84,212,84,84,84,0,212,212,212,0,1038596.491,7017.54386,285,0,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3508.77193,3508.77193,84,212,126.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,190,84,212,0,0,0,0,0,0,1,84,1,212,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 03:22:14,282,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,354609.9291,7092.198582,282.0,0.0,282,282,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3546.099291,3546.099291,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,01/03/2018 03:36:09,10078307,4,4,426,379,426,0,106.5,213,379,0,94.75,189.5,79.87452654,0.793784115,1439758.143,3701843.193,9833687,1,244620,81540,109886.4096,206631,577,10000000,3346977.667,5762064.943,10000000,1,0,0,0,0,92,92,0.396892057,0.396892057,0,426,89.44444444,177.8743314,31639.27778,0,0,1,1,0,0,0,1,1,100.625,106.5,94.75,0,0,0,0,0,0,4,426,4,379,8192,231,1,20,0,0,0,0,0,0,0,0,Benign
49919,6,01/03/2018 08:44:24,0,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,110,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 10:18:20,1013,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,76011.846,2961.500494,506.5,696.5001795,999,14,1013,506.5,696.5001795,999,14,0,0,0,0,0,1,0,0,0,60,0,2961.500494,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 02:19:20,311,1,1,33,49,33,33,33.0,0.0,49,49,49.0,0.0,263665.5949,6430.868167,311.0,0.0,311,311,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3215.434084,3215.434084,33,49,38.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,57.5,33.0,49.0,0,0,0,0,0,0,1,33,1,49,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 08:21:10,337,1,1,46,62,46,46,46,0,62,62,62,0,320474.7774,5934.718101,337,0,337,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2967.35905,2967.35905,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77,46,62,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 03:19:01,304,2,0,0,0,0,0,0,0,0,0,0,0,0,6578.947368,304,0,304,304,304,304,0,304,304,0,0,0,0,0,0,0,0,0,40,0,6578.947368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64833,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 03:37:53,37975,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,11375.9052,105.3324556,12658.33333,21382.019,37348,236,37584,37584.0,0.0,37584,37584,627,627.0,0.0,627,627,0,0,0,0,16,16,52.66622778,52.66622778,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,0,0,0,0,0,0,2,88,2,344,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 01:09:23,474,1,1,31,47,31,31,31,0,47,47,47,0,164556.962,4219.409283,474,0,474,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2109.704641,2109.704641,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,54.5,31,47,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 10:24:33,799,1,1,65,146,65,65,65,0,146,146,146,0,264080.1001,2503.128911,799,0,799,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1251.564456,1251.564456,65,146,92,46.7653718,2187,0,0,0,0,0,0,0,0,1,138,65,146,0,0,0,0,0,0,1,65,1,146,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 01:21:17,61995921,12,15,825,7318,237,0,68.75,90.76255235,1460,0,487.8666667,631.0690325,131.3473511,0.435512523,2384458.5,11500000,58800000,1,62000000,5635988,17600000,58800000,34,62000000,4426080.5,15700000,58800000,1,0,0,0,0,252,312,0.193561122,0.241951402,0,1460,290.8214286,506.4348193,256476.2262,0,0,1,1,0,0,0,1,1,301.5925926,68.75,487.8666667,0,0,0,0,0,0,12,825,15,7318,8192,140,6,20,216422,0,216422,216422,58800000,0,58800000,58800000,Benign
80,6,01/03/2018 01:18:18,419,2,0,0,0,0,0,0,0,0,0,0,0,0,4773.26969,419,0,419,419,419,419,0,419,419,0,0,0,0,0,0,0,0,0,40,0,4773.26969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 02:14:50,256,1,1,31,63,31,31,31.0,0.0,63,63,63.0,0.0,367187.5,7812.5,256.0,0.0,256,256,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3906.25,3906.25,31,63,41.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,62.5,31.0,63.0,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 09:45:11,5475423,9,7,344,5286,187,0,38.22222222,69.5139874,1460,0,755.1428571,692.5333755,1028.231061,2.922148663,365028.2,1365965.698,5302282,1,5475423,684427.875,1866099.454,5302282,21,104401,17400.16667,24458.30981,54162,1,0,0,0,0,192,152,1.643708623,1.27844004,0,1460,331.1764706,562.1711522,316036.4044,0,0,1,1,0,0,0,1,0,351.875,38.22222222,755.1428571,0,0,0,0,0,0,9,344,7,5286,8192,123,3,20,173120,0,173120,173120,5302282,0,5302282,5302282,Benign
443,6,01/03/2018 02:24:54,158,2,0,0,0,0,0,0,0,0,0,0,0,0,12658.22785,158,0,158,158,158,158,0,158,158,0,0,0,0,0,0,0,0,0,40,0,12658.22785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,01/03/2018 02:10:18,233,2,0,0,0,0,0,0,0,0,0,0,0,0,8583.690987,233,0,233,233,233,233,0,233,233,0,0,0,0,0,0,0,0,0,40,0,8583.690987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
